1501,,1351,Ps.,"Λαύρα, 143",Mount Athos,Greece
1502,,before 1494,Ps.,"Λαύρα, 144",Mount Athos,Greece
1503,,?,Ps.Od.,"Λαύρα, 156",Mount Athos,Greece
1504,,12th? century,Ps.Od.,"Λαύρα, 164",Mount Athos,Greece
1505,,12th/13th century,Ps.,"Λαύρα, 166",Mount Athos,Greece
1506,,13th? century,Ps.,"Λαύρα, 167",Mount Athos,Greece
1507,,12th? century,Ps.,"Λαύρα, 170",Mount Athos,Greece
1508,,15th century,Ps.,"Λαύρα, 835",Mount Athos,Greece
1509,,15th? century,Ps.Od.,"Λαύρα, 850",Mount Athos,Greece
1510,,1303,Comm. in Ps.Od.,"Ξενοφώντος, 5 + 7",Mount Athos,Greece
{1511}locked,,,see item 1510,"Ξενοφώντος, 7",Mount Athos,Greece
1512,,16th century,Ps.,"Ξηροποτάμοὒ, 69",Mount Athos,Greece
1513,,16th century,Ps.,"Ξηροποτάμοὒ, 128",Mount Athos,Greece
1514,,13th century,Ps.Od.,"Παντελεήμωνος, 23",Mount Athos,Greece
1515,,16th century,Ps.Od.,"Παντελεήμωνος, 303",Mount Athos,Greece
1516,,16th century,Ps.,"Παντελεήμωνος, 358",Mount Athos,Greece
1517,,1521,Ps.,"Παντελεήμωνος, 402",Mount Athos,Greece
1518,,16th century,Ps.,"Παντελεήμωνος, 403",Mount Athos,Greece
1519,,16th century,Ps.,"Παντελεήμωνος, 404",Mount Athos,Greece
1520,,16th century,Ps.,"Παντελεήμωνος, 405",Mount Athos,Greece
1521,,16th century,Ps.,"Παντελεήμωνος, 411",Mount Athos,Greece
1522,,16th century,Ps.,"Παντελεήμωνος, 412",Mount Athos,Greece
1523,,16th century,Ps.,"Παντελεήμωνος, 413",Mount Athos,Greece
1524,,1554,Ps.,"Παντελεήμωνος, 414",Mount Athos,Greece
1525,,16th century,Ps.,"Παντελεήμωνος, 452",Mount Athos,Greece
1526,,1513,Ps.,"Παντελεήμωνος, 702",Mount Athos,Greece
1527,,16th century,Ps.Od.,"Παντελεήμωνος, 707",Mount Athos,Greece
1528,,16th century,Ps.,"Παντελεήμωνος, 708",Mount Athos,Greece
1529,,16th century,Ps.,"Παντελεήμωνος, 840",Mount Athos,Greece
1530,,13th century,Ps.Od.,"Παντοκράτορος, 43",Mount Athos,Greece
1531,,14th century,Ps.,"Παντοκράτορος, 177",Mount Athos,Greece
1532,,13th century,Ps.,"Παντοκράτορος, 234",Mount Athos,Greece
1533,,13th century,Ps.,"Σταυρονικήτα, 57",Mount Athos,Greece
1534,,1588,Ps.,"Σταυρονικήτα, 100",Mount Athos,Greece
1535,,16th century,Ps.,"Σταυρονικήτα, 130",Mount Athos,Greece
1536,,13th century,Ps.,"Φιλοθέου, 29",Mount Athos,Greece
1537,,16th century,Ps.,"Φιλοθέου, 69",Mount Athos,Greece
1538,,15th century,Ps.,"Φιλοθέου, 75",Mount Athos,Greece
1539,,16th century,Ps.,"Φιλοθέου, 161",Mount Athos,Greece
1540,,15th century,Ps.,"Φιλοθέου, 203",Mount Athos,Greece
1541,,15th century,Ps.,"Φιλοθέου, 231",Mount Athos,Greece
1542,,15th century,Ps.,"Φιλοθέου, 238",Mount Athos,Greece
1543,,13th century,Ps.,"Χιλανταρίου, 4",Mount Athos,Greece
1544,,15th century,Ps.,"Χιλανταρίου, 12",Mount Athos,Greece
1545,,13th century,Ps.Od.,"JL, Ms. Berlin graec. oct. 7",Kraków,Poland
1546,,13th century,Ps.Od.,"JL, Ms. Berlin graec. oct. 13",Kraków,Poland
1547,,15th century,Or.Man,"JL, Ms. Berlin graec. qu. 19",Kraków,Poland
1548,,13th century,Ps.Od.,"JL, Ms. Berlin graec. qu. 43",Kraków,Poland
1549,,c. 1540,Cat. in Ps.Od.,"Staatsbibl., Phill. 1409",Berlin,Germany
1550,,15th/16th century,Cat. in Ps.Od.,"Staatsbibl., Phill. 1462",Berlin,Germany
1551,,c. 1056lub 13th/14th?,Ps.Od.,"Bibl. publ., 44",Besançon,Francia
1552,,15th century,Ps.Od.,"Bibl. Royale, 11336",Brussels,Belgium
1553,,13th century,Ps.Od.,"Corp. Chr. Coll., 468",Cambridge,U. Kingdom
1554,,12th/13th century,Ps. 68,"Univ. Libr., MS 125",Chicago,United States
1555,,14th/15th century,Ps.Od.,"Trinity Coll., B. 10. 11",Chicago,United States
1556,,15th century,Ps.Od.,"Trinity Coll., O. 3. 14",Chicago,United States
1557,,16th century,Cat. Nicetae in Ps.,"Trinity Coll., O. 3. 15",Chicago,United States
1558,,1557,Ps.,"Patr.-Bibl., Καμαρ. 32",Istanbul,Turkey
1559,,13th century,Ps.,"Patr.-Bibl., Καμαρ. 77",Istanbul,Turkey
