1901,,16th century,Cat. in Ps.,"Bibl. Marc., Append. I 41",Venice,Italy
1902,,15th century,Ps.Od.,"Bibl. Marc., Append. I 62",Venice,Italy
1903,,15th century,Ps.Od.,"Bibl. Marc., Append. II 127",Venice,Italy
1904,,14th century,Ps.Od.,"Bibl. Marc., Gr. 505",Venice,Italy
1905,,14th century,Cat. in Ps.,"Bibl. Marc., Gr. 536",Venice,Italy
1906,,13th century,Cat. in. Ps.,"ÖNB, Theol. gr. 59",Vienna,Austria
1907,,c. 1231,Cat. in. Od.,"ÖNB, Theol. gr. 159",Vienna,Austria
1908,,15th century,Ps.Od.,"ÖNB, Theol. gr. 175",Vienna,Austria
1909,,1370,Psalms aliquot,"ÖNB, Theol. gr. 236",Vienna,Austria
1910,,16th century,Cat. in Ps. fragm.,"ÖNB, Theol. gr. 252",Vienna,Austria
1911,,1234,Cat. in Ps.Od.,"ÖNB, Theol. gr. 299",Vienna,Austria
1912,,15th century,Cat. in Od.,"ÖNB, Theol. gr. 329",Vienna,Austria
1913,,paper,Ps.,"Biblioteka private, Peckover, 20",Wisbech,U. Kingdom
1914,,c. 1510,Ps.,"Staatl. Wiss. Bibl., M 364",Olomouc,Czech Republic
1915,,1591,Ps.,"Univ. Libr., Laing 12",Edinburgh,U. Kingdom
1916,,12th/13th century,Ps.,"Bibl. Abbaziale, BB 467",Monte Cassino,Italy
1917,,1242,Ps.Od.,Cod. gr. 2123,Sinai,Egypt
1918,,11th & 16th century,Cat. in Ps.Od.,"Griech. Part.-Bibl., 7 + 11",Alexandria,Egypt
1919,,16th? century,Ps.,"Griech. Part.-Bibl., 120",Alexandria,Egypt
1920,,15th century,Ps.Od.,"Griech. Part.-Bibl., 259",Alexandria,Egypt
1921,,16th century,Ps.,"Griech. Part.-Bibl., 408",Alexandria,Egypt
1922,,16th century,Ps.Od.,"Griech. Part.-Bibl., 416",Alexandria,Egypt
1923,,15th/16th century,Ps.<Od.>,Χοζοβιωτίσσας 69,Amorgos,Greece
1924,,1406,Ps.,Χοζοβιωτίσσας 90,Amorgos,Greece
1925,,16th century,Ps.Od.,"Millî Kütüphane, 59",Ankara,Turkey
1926,,15th century,Ps.Od.,"UML, gr. 65",Ann Arbor,United States
1927,,1470,Ps.Od.,"UML, gr. 66",Ann Arbor,United States
1928,,13th century,Ps.Od.,"UML, gr. 81",Ann Arbor,United States
1929,,13th century,Ps.Od.,"UML, gr. 172",Ann Arbor,United States
1930,,1587,Ps.Od.,"EBE, 2203",Athens,Greece
1931,,13th century,Ps.Od.,"EBE, 2365",Athens,Greece
1932,,1340,Ps.Od.,"EBE, 2478",Athens,Greece
1933,,16th century,Ps.,"EBE, 2586",Athens,Greece
1934,,14th century,Ps.Od.,"EBE, 2699",Athens,Greece
1935,,16th century,Ps.Od.,"Σιν. Μετ., 2",Athens,Greece
1936,,16th century,Ps.Od.,"Αννης, 52",Mount Athos,Greece
1937,,16th century,Ps.,"Вατοπαιδίου, 981",Mount Athos,Greece
1938,,1538,Ps.Od.,"Вατοπαιδίου, 985",Mount Athos,Greece
1939,,13th century,Ps.Od.,"Вατοπαιδίου, 1222",Mount Athos,Greece
1940,,14th century,Ps.,"Вατοπαιδίου, 1223",Mount Athos,Greece
1941,,1578,Ps.,"Вατοπαιδίου, 1225",Mount Athos,Greece
1942,,14th century,Ps.,"Вατοπαιδίου, 1226",Mount Athos,Greece
1943,,14th century,Ps.,"Вατοπαιδίου, 1227",Mount Athos,Greece
